141.536,175.326,293.248,142.6483,295.4956,219.9856,144.9074,261.3775
148.9866485595703,177.8987121582031,300.520751953125,145.3523101806641,302.5289611816406,222.3802642822266,152.3632354736328,263.8913269042969
155.7678527832031,181.1216735839844,306.9991760253906,148.5955963134766,309.0863037109375,225.4651641845703,158.8413696289062,267.168701171875
161.8842315673828,184.2459564208984,313.0150451660156,151.6410980224609,315.1675109863281,228.4840850830078,165.0088195800781,270.2019348144531
166.9083099365234,187.1913757324219,318.0170288085938,154.5296020507812,320.2384338378906,231.27099609375,169.9857177734375,273.3162536621094
171.5128936767578,189.7816619873047,322.8473815917969,157.2204437255859,325.3291625976562,233.9185638427734,174.59619140625,276.120849609375
175.2414093017578,192.2934112548828,326.7842102050781,159.6142730712891,329.292724609375,236.4753112792969,178.0445098876953,278.8115844726562
178.4945831298828,194.2025604248047,330.44140625,161.4086761474609,333.0691528320312,238.3838653564453,181.3221130371094,280.8403015136719
181.785400390625,196.2513885498047,334.2745361328125,163.5063171386719,337.1580200195312,240.5187072753906,184.5507659912109,283.2428283691406
185.380615234375,198.0216064453125,338.0489196777344,165.2002868652344,340.8689270019531,242.4339141845703,188.1577758789062,285.2122497558594
188.9989166259766,199.4142761230469,341.9871215820312,166.4808654785156,344.6554870605469,244.1583251953125,191.6436309814453,287.0811157226562
195.9870452880859,202.2328948974609,349.6072692871094,169.1829528808594,352.3142700195312,247.1650390625,198.6173706054688,290.1724853515625
195.9880218505859,202.2362365722656,349.6007080078125,169.1852264404297,352.3144836425781,247.1652374267578,198.6257019042969,290.1836242675781
199.1605987548828,203.5463562011719,353.2308654785156,170.3235931396484,355.8333129882812,248.5883178710938,201.8677368164062,291.6600341796875
202.2655334472656,204.7039489746094,356.841796875,171.34912109375,359.3325805664062,249.8505706787109,204.8945770263672,293.0172729492188
205.4635467529297,206.0348052978516,360.3262634277344,172.5162811279297,362.814453125,251.2549896240234,207.8875579833984,294.689208984375
208.4904327392578,207.4782257080078,363.8150634765625,173.9942932128906,366.3228759765625,252.6920928955078,210.9985961914062,296.2103271484375
211.4919738769531,208.9178466796875,367.2933959960938,175.2221374511719,369.773193359375,254.3733825683594,214.0920104980469,297.8485107421875
214.6622161865234,210.4571838378906,370.7568359375,176.7621154785156,373.1749877929688,256.244384765625,217.1708374023438,299.8265686035156
217.4810333251953,211.97119140625,374.2435607910156,178.1590423583984,376.6034851074219,257.9762573242188,219.6667327880859,301.7876892089844
220.5503234863281,213.5322265625,377.9332275390625,179.4342498779297,380.4452209472656,259.61962890625,222.9576110839844,303.6246643066406
223.7580871582031,214.7015075683594,381.4422912597656,180.629638671875,383.9309387207031,260.8757934570312,226.0518951416016,305.0608520507812
226.0368194580078,215.8502655029297,384.2950134277344,181.6976623535156,386.5110168457031,262.3663330078125,228.5203704833984,306.5443420410156
228.4238128662109,216.6239929199219,387.1789855957031,182.2555389404297,389.347900390625,263.195068359375,230.66796875,307.5640563964844
231.1286163330078,217.6798706054688,390.5238342285156,183.2673645019531,392.8945922851562,264.5274047851562,233.4628295898438,308.9791259765625
233.826904296875,218.6963500976562,393.6845703125,184.1092224121094,395.9325256347656,265.5501708984375,236.0865325927734,310.295166015625
